,Artist,Artist Link,Song,Song Link,Chinese Lyrics,English Lyrics,Author,Author Link
0,Chyi Chin,https://lyricstranslate.com/en/chyi-chin-lyrics.html,如果雲知道 (Rú guǒ yún zhī dào),https://lyricstranslate.com/en/%E5%A6%82%E6%9E%9C%E9%9B%B2%E7%9F%A5%E9%81%93-if-only-clouds-knew.html,"愛一旦結冰　一切都好平靜
淚水它一旦流盡　只剩決心
放逐自己在黑夜的邊境
任由黎明一步一步向我逼近
想你的心　化成灰燼 真的有點累了　沒什麼力氣
有太多太多回憶　哽住呼吸
愛你的心我無處投遞 如果可以飛簷走壁找到你
愛的委屈　不必澄清
只要你將我抱緊 如果雲知道　想你的夜慢慢熬
每個思念過一秒　每次呼喊過一秒
只覺得生命不停燃燒 如果雲知道　逃不開糾纏的牢
每當心痛過一秒　每回哭醒過一秒
只剩下心在乞討　你不會知道 ","Once love is frozen, it's quiet all around.
Once tears run dry, only resolution remains.
I banish myself to the edge of the dark night
and make no struggle as the dawn is approaching me step by step.
My heart that's yearning for you has burned down into ashes. I really feel a bit tired now and I don't have any strength.
Too many memories choke my breath.
I have nowhere to send you my heart that's loving you. If I can fly over roofs and climb the walls to find you,
it's not even necessary to clarify the wrong I feel in loving you.
It'll be just fine if you hold me tight. If only the clouds knew how I suffer during the long night when I miss you.
For one second I miss you, for another I yell out loud.
I just feel that my life keeps burning. If only the clouds knew that I can't escape from this jail that's tangling up my mind.
For one second my heart aches, for another I wake up crying.
The only thing that remains is my begging heart, but you will never know. ",lakoje,https://lyricstranslate.com/en/translator/lakoje
1,Wang Feng,https://lyricstranslate.com/en/wang-feng-lyrics.html,You Are My Beloved Girl 你是我心爱的姑娘 (Nǐ shì wǒ xīn ài de gū niáng),https://lyricstranslate.com/en/%E4%BD%A0%E6%98%AF%E6%88%91%E5%BF%83%E7%88%B1%E7%9A%84%E5%A7%91%E5%A8%98-you-are-my-beloved-girl.html,"我从不会轻易许下任何诺言
也从不会为一个人如此心碎
而现在我可以敞开我的内心
你是我唯一真心爱过的姑娘 可突然有一天你离开了这里
带走了整个世界没留一片云
从此我就象抽离麦芒的青稞
在那凄风苦雨中晃曳彷徨 但是希望你明白 我就在你身旁
无论你在多远的地方
即使你变了模样 即使你把我遗忘
你永远都是我心爱的姑娘 愿上苍为你指引平坦的道路
愿命运让你遇见善良的人们
愿远方的阳光和璀璨的灯火
为你照亮每一片未来的天空 时光就象一条奔腾的河流
将生命中的一切悄悄带走
而我的心就象那翻涌的浪花
永远陪着你哪怕是海角天涯 从此希望你明白 我就在你身旁
无论你在多远的地方
直到你变了模样 直到你把我遗忘
你依然会是我心爱的姑娘 真的希望你知道 我就在你身旁
无论你在多远的地方
直到我去了天堂 直到你把我遗忘
你依然会是我心爱的姑娘
你依然会是我心爱的姑娘 ","I never make any promises,
[And] my heart never breaks so much for a person.
But now I can open my heart wide,
[Because] you are my only truly beloved girl. But suddenly, one day, you left here,
[You] took the whole whole world, without leaving a cloud.
After that, I was like barley which was pulled away from the wheat,
Swaying about, hesitating in the bleak wind and icy rain. But I hope you understand that I'll be by your side,
No matter how far you are.
Even if you changed your appearance, even if you forget me,
You will forever be my beloved girl. I wish that the heavens would guide you on a smooth road,
[And] I wish that destiny will let you meet warm-hearted people.
I wish that the faraway sunlight and the bright lights
Light every part of the sky for you in the future. Time is like a surging river,
Quietly taking everything with it.
But my heart is like a surging spray,
Forever accompanying you to the ends of the earth. After that, I hope you understand that I'll be by your side,
No matter how far you are.
Until you change your appearance, until you forget me,
You are still my beloved girl. I really hope you know that I'll be by your side,
No matter how far you are.
Until I go to heaven, until you forget me,
You are still my beloved girl.
You are still my beloved girl. ",Elda Mengisto,https://lyricstranslate.com/en/translator/elda-mengisto
2,Jackie Chan,https://lyricstranslate.com/en/jackie-chan-lyrics.html,醉拳 (zuì quán),https://lyricstranslate.com/en/zui-quan%E9%86%89%E6%8B%B3-drunken-masterdrunken-fist.html,"（段1）
我颠颠又倒倒好比浪涛
有万种的委屈付之一笑
我一下低我一下高
摇摇晃晃不肯倒
酒里乾坤我最知道 （段2）
江湖中闯名号从来不用刀
千斤的重担我一肩挑
不喊冤也不求饶
对情谊我肯弯腰
醉中仙好汉一条 （段3）
莫说狂狂人心存厚道
莫笑痴 因痴心难找
莫怕醉 醉过海阔天高
且狂且痴且醉趁年少 （重复段1） （说唱）
干了吧
站稳脚步你放轻松
酒过三巡你别偷溜
棒打老虎鸡吃虫
鸡吃了虫
它变成龙
看我脸红脖子也粗
心里明白我是英雄啊 （重复段2）
（重复段3）
且狂且痴且醉在今朝
（重复段1） ","(verse 1)
My life is full of ups and downs like sea wave
against all insults and wrongs, I will smile
I get low I will get high
I am shaking but I won't topple down
the truth about the drunken, I know all (verse 2)
I never use the sword to fight for my fame on this big world
i can take all heavy chains and burdens on my shoulders
I never shout my grievance and plead/beg for mercy
I can stoop in order to help my friends
Be the drunken master, Be a good man (verse 3)
Stop talking about the craziness, the Madmen are really very kind-hearted.
Stop laughing at the frenzy/hysteria/ecstasy, cos it's hard to find the mad heart
Stop fearing of the drunk, I got drunken and got high-spirit
we dare to be crazy, mad and drunken when we are young ( repeat verse 1) (rap)
Bottom up
Stand strong, take it easy
only drink a little, don't sneak out
Hit tiger with board, chicken eats worm
when chicken eats worm
it will become dragon(long)
look at my reddish face, my neck becomes thick too
I know in my heart I am a hero ( repeat verse 2)
( repeat verse 3)
we dare to be crazy, mad and drunken in this present day
( repeat verse 1) ",AiHack,https://lyricstranslate.com/en/translator/angelia2041
3,Youth with you,https://lyricstranslate.com/en/youth-you-lyrics.html,Play,https://lyricstranslate.com/en/play-play.html-7,"半夜一点的无邪浪荡睡衣姐妹
清晨五点的万人登山体操大会
六零年代欧洲前卫地下导演讨论会
九零年代偶像复出签名握手拥抱会
零下五十度北极探险为期十几天
撒哈拉酷热绝对崩溃生存考验
三天两夜集体K歌歇斯底里的宣泄
芳香精油深度放松无意识催眠
文艺装逼乱世盛装派对
女神丰乳肥臀九头身材
男神弯弓射雕六块肌排
比钱更重要的是人鱼线
管你小众大众我呸
管你是小清新是重口味我呸
管你是那一类甲虫我呸 我呸 都呸 都Play
什么都喜欢什么都会什么都
什么都喜欢什么都会什么都
什么都喜欢什么都会什么都
什么都喜欢什么都会
什么都呸都Play
都呸都Play
都呸都Play
都呸都Play
星期三下午与文青男友的约会
全套文艺少女装备让他非常陶醉
星期五二十四小时洗衣店读海明威
网路上五十个分身匿名一点都不累
文艺装逼乱世盛装派对
女神丰乳肥臀九头身材
男神弯弓射雕六块肌排
比钱更重要的是马甲线
管你小众大众我呸… ","Auspicious chicken dinner party in the middle of the night
Thousands of people at three in the afternoon jump out of line
In 1960's, European avant-garde independent directors had seminars
90's idols made a comeback, giving signatures, handshakes and hugs
Expedition in the -50 degrees Artic Circle lasts for more than ten days
Scorching heat in the Sahara being a mind-blowing ordeal of survival
Venting feelings hysterically at a KTV bar for three days and two nights
Listen to a melancholy song to relax, fall asleep and hypnotize unconsciously
A string of passwords falls into the virtual generation
Having fun while shopping online
Can't help taking selfies cause I'm so handsome
Photoshop, forward, comment and click like
Doesn't matter whether you're real or not, I just play
Doesn't matter whether it is 15 seconds or my whole life, I just play
Doesn't matter whether you remember my face or not, I just play
I play, play'em all, play'em all
Favoring everything (everything) and mastering everything
Favoring everything (everything) and mastering everything
Favoring everything (everything) and mastering everything
Play'em all, play'em all
Play'em all, play'em all
Play'em all, play'em all
Play'em all, play'em all
Dating with my handsome boyfriend on Wednesday afternoon
Getting him mesmerized with my cute outfits
Reading Hemingway at a 24-hour laundromat on Fridays
Not feeling tired at all about my 50 anonymous accounts on the İnternet
Passcode switches to the real word
Went to you and gave everything I had
Elimination through selection and competition, that's what we do on stage
Beat all the opponents just to remember one face
Doesn't matter whether you love me or not, I just play
Doesn't matter whether you clap for me or you admire my beauty, I just play
I just enjoy my own performance, I play
I play, play'em all, play'em all
Favoring everything (everything) and mastering everything
Favoring everything (everything) and mastering everything
Favoring everything (everything) and mastering everything ",katycatp,https://lyricstranslate.com/en/translator/katycatp
4,Cass Phang,https://lyricstranslate.com/en/%E5%BD%AD%E7%BE%9A-lyrics.html,囚鳥 (qiú niǎo),https://lyricstranslate.com/en/%E5%9B%9A%E9%B3%A5-imprisoned-bird.html,1998Ruby1998,https://lyricstranslate.com/en/translator/1998ruby1998,,
5,WayV,https://lyricstranslate.com/en/wayv-lyrics.html,梦想发射计划 (Dream Launch) (Mèngxiǎng fāshè jìhuà),https://lyricstranslate.com/en/dream-launch-dream-launch.html,"Yeah, let's go 宇宙左右摆动
我还在学掌控
把梦想发射直通遥远外太空
哪怕我失了重
脸上也有笑容
等梦想发射加速更接近成功
Oh yeah, yeah 我无声呐喊 滑翔的晕眩感
心都快蹦出来了头发也被吹乱
什么叫 Counting down now, four, three, two, one
我勇往直前
但其实我也来不及转弯 怕我会把航线图弄反
才一直追不上地球的运转
撇开所有害怕 It's alright so far
曾幼稚的脸庞
这些日子已经逐渐长大 假如光年之外的恒星
闪烁依然那么有恒心
每次推进都算在前进
Ready, yeah
如果说青春就是原因
理想的燃料就是热情
这么决定
Oh, yeah 宇宙左右摆动
我还在学掌控
把梦想发射直通遥远外太空
哪怕我失了重
脸上也有笑容
等梦想发射加速更接近成功
Oh yeah, yeah 什么叫勇敢 是否不脚软
是否无重状态
不小心把方向感撞翻
何时能降落在世界的顶端
But that's okay 'cause
你了解的我不孤单 任何时候有你为我壮胆
Let's keep up the good work
路更平坦 yeah
主见自己表达目标
自己抵达想到哪就哪
肩膀甩一甩 想做指引方向的恒星
努力就要加倍有恒心
每次推进都要能前进
Ready, yeah
你我的蓝图就是年轻
理想的设计更流线型
一言为定
Ooh baby 宇宙左右摆动
我还在学掌控
把梦想发射直通遥远外太空
哪怕我失了重
脸上也有笑容
等梦想发射加速更接近成功
Oh yeah, yeah 尽管笑我是在 Dreaming
Are you thinking what I'm thinking?
若是梦为何我记忆犹新
测试我的能耐用我全新姿态
期待腾空一刻完成我所有等待
想活在 宇宙里飞
No, I should say
宇宙也会感动
我未来我掌控
把梦想发射直通遥远外太空
从不虚度一秒钟
飞翔时的冷风
抹不去我笑容
等梦想发射加速更接近成功
(我从来不找借口缓冲)
Oh yeah, yeah Here we go, here we go, fire
Here it goes, here it goes, higher
(Little bit higher)
Oh oh (ay!) oh oh (ay!) Just a little bit
Here we go, here we go, fire (fire again)
Here it goes, here it goes, higher
Little bit higher
Oh oh (ay!) oh oh (ay!) 哪怕再等多久 ","Yeah let's go The galaxy is swaying
I'm still learning how to control
Shooting my dreams straight into the faraway universe
If I lose my way
I'll still smile
Until my dream is shooting quickly towards success
Oh yeah yeah I soundlessly shout
The dizzy feeling of gliding
Heart's about to burst out, hair's messed up
What is called counting down now four three two one
I bravely go forward
But I almost miss a turn Scared I'll screw up the route
So I've never caught up while chasing the rotation of Earth
Swiping away all fears it's alright so far
The once childish look
Growing up as the days have gone past If a star beyond the years
Still shining as brightly
Then every push is a step forward ready yeah
If youth is the reason
Then the fuel for aspiration is passion
Let's decide it like this ooh baby The galaxy is swaying
I'm still learning how to control
Shooting my dreams straight into the faraway universe
If I lose my way
I'll still smile
Until my dream is shooting quickly towards success
Oh yeah yeah What is bravery
Is it not being fearful
Is it being weightless
Accidentally knocking your sense of direction
When can I land on the world's peak
But that's okay cause
The me youy understand is not lonely You're here to give me courage any time
Let's keep up the good work
The road's smoother yeah
Expressing my own goals and views
Arriving wherever I want to go
Brushing my shoulders Want to become the guiding star
Increasing my perseverance to work hard
Every push should also be a step forward ready yeah
Youth is the blueprint for you and I
The plans for our aspirations become more sreamline
That's the deal we'll make ooh baby The galaxy is swaying
I'm still learning how to control
Shooting my dreams straight into the faraway universe
If I lose my way
I'll still smile
Until my dream is hooting quickly towards success
Oh yeah yeah Despite laughing I'm dreaming
Are you thinking what I'm thinking
If it's dream why are my memories messily new
Testing my abilities
Using my new attitude
Waiting for the empty sky to finish all my waiting
Wanting to live Flying in the sky
No I should say
The galaxy can also be moved
I'll take control of my future
Shooting my dreams straight into the faraway universe
Never idling in any second
The cold air while flying
Can't wipe off my smile
Until my dream is shooting quickly towards success
I'll never find an excuse for buffering Oh yeah yeah
Here we go here we go fire
Here it goes here it goes higher
Little bit higher
Oh oh ay oh oh ay
Just a little bit
Here we go here we go fire
Here it goes here it goes higher (Little bit higher)
Oh oh ay oh oh ay
No matter how long I wait ",Thegrl,https://lyricstranslate.com/en/translator/thegrl
6,Brant.B,https://lyricstranslate.com/en/brantb-lyrics.html,冷血 (lěng xuè),https://lyricstranslate.com/en/l%C4%9Bng-xu%C3%A8-cold-blood.html,"Guess who’s back to the block
Guess who’s still on the top
Guess who (猜猜是谁)
Guess who (猜猜是谁)
回来了带走了蛋糕
一口都不剩下 I need a bag(我需要一袋)
Full of honey in my hands
Bust it down (向空中挥洒)
But she gave me another dance Big house swimming pool
通往live show(现场演出)的
Bad girl(惹眼的女孩)
都想偷走我的视线 Dance with me(跟我来跳支舞)
Dance with me(跟我来跳支舞)
我有那么大的魅力
You should dance with me 时间悄悄过
我还在这里
拿回我的荣誉
献给我的family(家人)
说到做到 Dance with me(跟我跳支舞)
Dance with me(跟我跳支舞) 来自未来的Kyra Z和BrantB
把一切都带走 是你的冷血
让我执迷不悟
无情地把我留在这 I want your love
Give me your touch
Cause I’ve been moving
I’ve been moving
I’ve been moving 那些碎片
让我无法回到
回到你的怀抱
留在梦中寻找
发觉思绪
已经脱离轨道
黑白开始对调
记忆逐渐混淆 我的曾经
化成灰烬
每一次的对弈
将我分离
回忆全部归零
脱离困境
将那所有风景
重新累积 我在追寻
你的回应
聆听每颗彗星
留下尾音
任凭人群冷清
戴着窥镜
直到星河与我
交相辉映 有声音这样说
你做的都是过
连想法都有错
我擦不出花火
废话别讲太多
我不为谁而活
不听他人啰嗦
结果由我把握 这燃烧的火焰
烧断精神的锁链 把一切都带走 是你的冷血
让我执迷不悟
无情地把我留在这 I want your love
Give me your touch
Cause I’ve been moving
I’ve been moving
I’ve been moving 那些碎片
让我无法回到
回到你的怀抱
留在梦中寻找
发觉思绪
已经脱离轨道
黑白开始对调
记忆逐渐混淆
Cause I’m cold blood ","Guess who’s back to the block
Guess who’s still on the top
Guess who
Guess who
Came back and took the cake
Left nothing  I need a bag
Full of honey in my hands
Bust it down
But she gave me another dance  Big house swimming pool
Leads to the live show
Bad girl
Wants to steal my spotlight  Dance with me
Dance with me
I’m charming
You should dance with me  Time slips by
I’m still here
To take my laurel
For my family
I’ll make it  Dance with me
Dance with me
Kyra Z and BrAnTB  from the future
Take everything away  Your cold-bloodiness
Leaves me obsessed
And struck here  I want your love
Give me your touch
Cause I’ve been moving
I’ve been moving
I’ve been moving  Those pieces
Hold me back
From getting in your arms
And leave me searching in dreams
Thoughts
Go out of orbits
Black and white intermingle
Memories starts to blur  My past
Burns to ashes
Each contest
Separates me
Clear the memories
Get out of trouble
Revisit all the sceneries
Update the memories  I’m searching
Your response
Listening to the after-sound
Of each comet
Ignoring the indifferent crowds
With binoculars on
Until I’m blending
In the galaxy  There are voices
Saying you are wrong
Your ideas are wrong
No sparkle in me
Save your nonsense
I run my own life
Ignore others’ blabbing
I’m the master of my life The flaring flame
Breaks the shackles on mind  Take everything away  Your cold-bloodiness
Leaves me obsessed
And struck here  I want your love
Give me your touch
Cause I’ve been moving
I’ve been moving
I’ve been moving  Those pieces
Hold me back
From getting in your arms
And leave me searching in dreams
Thoughts
Go out of orbits
Black and white intermingle
Memories starts to blur
Cause I’m cold blood ",yumby11,https://lyricstranslate.com/en/translator/yumby11
7,Genie Chuo,https://lyricstranslate.com/en/genie-zhuo-lyrics.html,不要不要 (Bu Yao Bu Yao),https://lyricstranslate.com/en/%E4%B8%8D%E8%A6%81%E4%B8%8D%E8%A6%81-bu-yao-bu-yao-dont-dont.html,infiity13,https://lyricstranslate.com/en/translator/infiity13,,
8,WayV,https://lyricstranslate.com/en/wayv-lyrics.html,Electric Hearts,https://lyricstranslate.com/en/electric-hearts-electric-hearts.html,Raenlyn,https://lyricstranslate.com/en/translator/raenlyn,,
9,Frozen 2 (OST),https://lyricstranslate.com/en/frozen-2-ost-lyrics.html-0,在森林迷路 [Lost in the woods] (China) (Zài sēn lín mí lù),https://lyricstranslate.com/en/%E5%9C%A8%E6%A3%AE%E6%9E%97%E8%BF%B7%E8%B7%AF-z%C3%A0i-s%C4%93n-l%C3%ADn-m%C3%AD-l%C3%B9-lost-woods-china-lost-woods.html,"你离开了
再一次跟我分开走
而我是否跟随你
还是说放手
你必须走
我只能默默接受
也许明天能跟上你的节奏
这是否代表了我们在分叉路口
到底我要追逐你的心到什么时候 当我转身才发现
我在森林迷路
南是北左是右
你不在
我应该为你守护
但我现在迷了路
你到底选择什么路
我找不到路 到现在
我想问如何找到未来
我从未想过这到底应不应该
我是谁
失去你的爱
失去你
我的世界从此
不存在 你是我的北斗星
我在森林迷路
我世界 日和夜
变得模糊
你是我的地图
我在森林迷路
也许你不再关注
往耐心
在等待
我祝你的幸福 虽然我在森林迷路
在森林迷路
找不到出路 ","You leaved
Separate from me again
And do I follow you
Or let go
You must go
And I just accept it
Maybe tomorrow I will follow your pace
Does this mean we're at a fork in the road
When am I going to seek your heart When I turned around, I found out
I'm lost in the woods
South or north left become right
You're not here
I should guard for you
But I'm lost now
What road do you choose
I can't find the way Until now
I still want to ask how I can find the future
I never thought about whether it should or not
Who I am
Lost your love
Lost you
My world from this time on
Never existed You are my the Plough
I'm lost in the woods
My world(heart) day and night
It's all blurry
You are my map
I'm lost in the woods
Maybe you don't pay attention to
Patiently
To waiting
I wish you happiness Although I lost my way in the forest
Lost in the woods
Can't find my way ",Keribu233,https://lyricstranslate.com/en/translator/keribu233
