,Artist,Artist Link,Song,Song Link,Chinese Lyrics,English Lyrics,Author,Author Link
0,Wowkie Zhang,https://lyricstranslate.com/en/wowkie-da-lyrics.html,"阳光彩虹小白马 (Sunshine, rainbow, white pony) (yáng guāng cǎi hóng xiǎo bái mǎ)",https://lyricstranslate.com/en/y%C3%A1ng-gu%C4%81ng-c%C7%8Ei-h%C3%B3ng-xi%C7%8Eo-b%C3%A1i-m%C7%8E-sunshine-rainbow.html,"怎麼能哭呢 一切會好噠
一切都去吧 你就得想著
既然沒辦法 還恨他幹嘛
還管它幹嘛 心裡要記得 你是內內個 內內 內個內個 內內
內內個 內內 內個內個 內內
陽光彩虹小白馬 滴滴噠滴滴噠 我是內內個 內內 內個內個 內內
內內個 內內 內個內個 內內
陽光彩虹小白馬 滴滴噠滴滴噠 滴滴噠滴噠 滴滴噠滴噠 滴滴噠滴滴噠
滴滴噠滴噠 滴滴噠滴噠 滴滴噠滴滴噠 嘿！ 你是 內內個 內內 內個內個 內內
內內個 內內 內個內個 內個內
內內個 內內 內個內個 內內
內內個 內內 內個內個 內個內
內內個 內內 內個內個 內內
內內個 內內 內個內個 內個內
內內個 內內 內個內個 內內
陽光彩虹小白馬 你是最強噠 最棒噠 最亮噠 最發光噠
攔不住你發芽
你是最好噠 最俏噠 最妙噠 最驕傲噠
盡情的盛開吧
你就是 最強噠 最棒噠 最亮噠 最發光噠
心需要你哄它
你是最好噠 最俏噠 最妙噠 最驕傲噠
陽光彩虹小白馬 生活是笑話 別哭著聽它
別在意梗垮 不樂是你傻
心要你哄它 一切會好噠
一切都來吧 天地隨你耍 你是內內個 內內 內個內個 內內
內內個 內內 內個內個 內內
陽光彩虹小白馬 滴滴噠滴滴噠 我是內內個 內內 內個內個 內內
內內個 內內 內個內個 內內
陽光彩虹小白馬 滴滴噠滴滴噠 滴滴噠滴噠 滴滴噠滴噠 滴滴噠滴滴噠
滴滴噠滴噠 滴滴噠滴噠 滴滴噠滴滴噠 嘿！ 你是 內內個 內內 內個內個 內內
內內個 內內 內個內個 內個內
內內個 內內 內個內個 內內
內內個 內內 內個內個 內個內
內內個 內內 內個內個 內內
內內個 內內 內個內個 內個內
內內個 內內 內個內個 內內
陽光彩虹小白馬 你是最強噠 最棒噠 最亮噠 最發光噠
攔不住你發芽
你是最好噠 最俏噠 最妙噠 最驕傲噠
盡情的盛開吧
你就是 最強噠 最棒噠 最亮噠 最發光噠
心需要你哄它
你是最好噠 最俏噠 最妙噠 最驕傲噠
陽光彩虹小白馬 ","Why would you cry? Everything will be alright.
Let it all go, You gotta know ,
Since there is no way, Why do you hate?
Why do you care? You got to remember. You’re
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
Sunshine, rainbow, white pony.
Di Di Da Di Di Da ~ I’ m
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
Sunshine, rainbow, white pony.
Di Di Da Di Di Da~ Di Di Da Di Da, Di Di Da Di Da, Di Di Da Di Di Da,
Di Di Da Di Da, Di Di Da Di Da, Di Di Da Di Di Da,  Hey! You’re
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
Sunshine, rainbow, white pony! You are the strongest,
The greatest,
The brightest,
The shiniest ,
Nothing can stop your growth.  You are the best,
The cutest,
The coolest,
The proudest,
Blossom as you wish! You are the strongest,
The greatest,
The brightest,
The shiniest ,
Remember to soothe your heart. You are the best,
The cutest,
The coolest,
The proudest,
Sunshine, rainbow, white pony! Life is a comedy.
Don’t live it with tears.
The punchline may be bad,
Silly on you to be sad.  Remember to soothe your heart,
Everything will be fine.
Bring it on,
The world is your playground. You’re
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
Sunshine, rainbow, white pony.
Di Di Da Di Di Da~ I’ m
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
Sunshine, rainbow, white pony.
Di Di Da Di Di Da~ Di Di Da Di Da, Di Di Da Di Da, Di Di Da Di Di Da,
Di Di Da Di Da, Di Di Da Di Da, Di Di Da Di Di Da,  Hey! You’re
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
the-the-th-the-the the-th-the-th-the-the
Sunshine, rainbow, white pony! You are the strongest,
The greatest,
The brightest,
The shiniest ,
Nothing can stop your growth. You are the best,
The cutest,
The coolest,
The proudest,
Blossom as you wish! You are the strongest,
The greatest,
The brightest,
The shiniest ,
Remember to sooth your heart. You are the best,
The cutest,
The coolest,
The proudest,
Sunshine, rainbow, white pony. You are the strongest,
The greatest,
The brightest,
The shiniest ,
Nothing can stop your growth. You are the best,
The cutest,
The coolest,
The proudest,
Blossom as you wish. You are the strongest,
The greatest,
The brightest,
The shiniest ,
Remember to sooth your heart. You are the best,
The cutest,
The coolest,
The proudest,
Sunshine, rainbow, white pony. ",zhoumitang,https://lyricstranslate.com/en/translator/zhoumitang
1,WayV,https://lyricstranslate.com/en/wayv-lyrics.html,秘语 (Love talk) (Mì yǔ),https://lyricstranslate.com/en/love-talk-%E7%A7%98%E8%AF%AD-love-talk-secret-talk.html,"I can hear it callin'
Loving the way you wanna talk
Touch me tease me feel me up Callin'
Something in the way you wanna talk 你的秘密 总是安静
藏着魅力
等待被开启
无预警
就像两颗沉默的流星 是奇迹 跨越人们
无法想象的距离
而你仿佛仍迟疑
怕太急 是否会伤害你
保护的心 (Catch a flight)
但身体隐约传递出的讯息 Yeah
早已不经意出卖你 呼唤渴望的幽灵 Ey
向月光借一点勇气 Ey
唇边颤抖的阴影
仿佛充满好奇却在故作镇静 你我在不同世界里
说着彼此陌生言语
But I love the way she's talking to me
(Talking to me) I can hear it callin'
将不安融化
释放你心里的密码
Touch me tease me feel me up
Touch me tease me feel me up 夜晚当孤单喧哗
戍守你的梦不倾塌
Touch me tease me feel me up
Touch me tease me feel me up 让过去消失在眼底 (To the max)
此刻就让彼此是唯一 (Back back back it)
你张开双臂让我翱翔天际 Wow
我带你穿梭时空旅行 Git git git 言语似乎显得多余
(Whoa bout that action)
不如诚实相信身体
你心跳频率在向我回应
我听见你渐渐抛开压抑怀疑 你我在不同世界里
说着彼此陌生言语
But I love the way
She's talking to me (Talking to me) I can hear it callin'
将不安融化
释放你心里的密码
Touch me tease me feel me up
Touch me tease me feel me up 夜晚当孤单喧哗
戍守你的梦不倾塌
Touch me tease me feel me up
Touch me tease me feel me up Ooh tell me babe
在你梦的颜色里
是否投下我的名
把想念写在你的表情 Ooh tell me babe
在你爱的小说里
是否留下我的影
把忧郁变成你的美丽 Girl 当你想起
我注视你的眼睛 Ooh ooh
像写给自己的信 Ooh
终于有人读懂你
像在耳边的细语
永远温暖包围你 Yeah 欲言又止的乐曲 (Make it fast right)
是地图上未知的领域 (Put it on the map)
我们用人们不懂
的言语 Running laps
I just 纪录永不遗忘的笔记 让我们用身体翻译
无法解释的感觉和神秘
一起相信
Calling me up calling me
Yours calling my line
当时间离去
回忆也不会凋零 I can hear it callin'
将不安融化
释放你心里的密码
(Love the way you talk)
Touch me tease me feel me up
Touch me tease me feel me up 夜晚 当孤单喧哗 (Don't be late)
戍守你的梦不倾塌
Touch me tease me feel me up
Touch me tease me feel me up Ooh tell me babe
在你梦的颜色里
是否投下我的名
把想念写在你的表情 Ooh tell me babe
在你爱的小说里
是否留下我的影
把忧郁变成你的美丽 ","I can hear it callin'
Loving the way you wanna talk
Touch me tease me feel me up Callin'
Something in the way you wanna talk Your secrets  Always quiet
Hiding attractiveness
Waiting to be activated
Without warning
Like two silent meteors It's a miracle  Spanning what people
Cannot imagine as a distance
And you seem to still hesitate
Scared of rushing Would it hurt you(r)
Protected heart (Catch a flight)
But the signals your body subtle transmits  Yeah
Have long since accidentally betrayed you Call the longing spirit  Ey
Borrow a bit of bravery from the moonlight  Ey
The shadows trembling by (your) lips
Seem full of curiosity but feign calm You and I are in different worlds
Speaking languages unfamiliar to each other
But I love the way she's talking to me
(Talking to me) I can hear it callin'
Melt unease
Release the code in your heart
Touch me tease me feel me up
Touch me tease me feel me up At night, when loneliness riots
Guard your dream not to collapse
Touch me tease me feel me up
Touch me tease me feel me up Let the past disappear in the bottoms of (your) eyes (To the max)
Right now, let each other become the only ones (Back back back it)
You open your arms and let me soar in the sky  Wow
I take you through space travel  Git git git Words seem to look extra
(Whoa bout that action)
Better to honestly believe your body
Your heart rate is responding to me
I hear you gradually abandon repression and suspicion You and I are in different worlds
Speaking languages unfamiliar to each other
But I love the way
She's talking to me (Talking to me) I can hear it callin'
Melt unease
Release the code in your heart
Touch me tease me feel me up
Touch me tease me feel me up At night, when loneliness riots
Guard your dream not to collapse
Touch me tease me feel me up
Touch me tease me feel me up Ooh tell me babe
In the colors of your dreams
Is my name casted
Writing yearning in your expression Ooh tell me babe
In your romance novel
Is my shadow left
Turning sadness into your beauty Girl  When you remember
I watch your eyes  Ooh ooh
Like a letter written to myself/yourself  Ooh
Finally, someone has understood you
Like light words by the ear
Eternal warmth surrounds you  Yeah Hesitant song (Make it fast right)
Is an unknown region on the map (Put it on the map)
We use a language
People cannot understand  Running laps
I just  Record never forgotten notes Let us use our bodies to translate
Inexplicable feelings and mysteriousness
Believe together
Calling me up calling me
Yours calling my line
When time leaves
Memories will not wilt I can hear it callin'
Melt unease
Release the code in your heart
(Love the way you talk)
Touch me tease me feel me up
Touch me tease me feel me up At night, when loneliness riots (Don't be late)
Guard your dream not to collapse
Touch me tease me feel me up
Touch me tease me feel me up Ooh tell me babe
In the colors of your dreams
Is my name casted
Writing yearning in your expression Ooh tell me babe
In your romance novel
Is my shadow left
Turning sadness into your beauty ",jinji,https://lyricstranslate.com/en/translator/jinji
2,Xiao Pan Pan,https://lyricstranslate.com/en/xiao-pan-pan-lyrics.html,學貓叫 (Xué Māo Jào),https://lyricstranslate.com/en/xue-mao-jiao-%E5%AD%B8%E8%B2%93%E5%8F%AB-learning-meow.html,"我们一起学猫叫
一起喵喵喵喵喵
在你面前撒个娇
哎呦喵喵喵喵喵
我的心脏砰砰跳
迷恋上你的坏笑
你不说爱我我就喵喵喵  每天都需要你的拥抱
珍惜在一起的每分每秒
你对我多重要
我想你比我更知道
你就是我的女主角 有时候我懒的像只猫
脾气不好时又张牙舞爪
你总是温柔的
能把我的心融化掉
我想要当你的小猫猫 我们一起学猫叫
一起喵喵喵喵喵
在你面前撒个娇
哎呦喵喵喵喵喵
我的心脏砰砰跳
迷恋上你的坏笑
你不说爱我我就喵喵喵  我们一起学猫叫
一起喵喵喵喵喵
我要穿你的外套
闻你身上的味道
想要变成你的猫
赖在你怀里睡着
每天都贪恋着你的好  有时候我懒的像只猫
脾气不好时又张牙舞爪
你总是温柔的
能把我的心融化掉
我想要当你的小猫猫 我们一起学猫叫
一起喵喵喵喵喵
在你面前撒个娇
哎呦喵喵喵喵喵
我的心脏砰砰跳
迷恋上你的坏笑
你不说爱我我就喵喵喵  我们一起学猫叫
一起喵喵喵喵喵
我要穿你的外套
闻你身上的味道
想要变成你的猫
赖在你怀里睡着
每天都贪恋着你的好  我们一起学猫叫
一起喵喵喵喵喵
在你面前撒个娇
哎呦喵喵喵喵喵
我的心脏砰砰跳
迷恋上你的坏笑
你不说爱我我就喵喵喵  我们一起学猫叫
一起喵喵喵喵喵
我要穿你的外套
闻你身上的味道
想要变成你的猫
赖在你怀里睡着
每天都贪恋着你的好 ","Let's learn to meow together,
Meow meow meow meow meow, together
Taking a pee in front of you
Oh no, meow, meow, meow, meow, meow
My heartbeat speeds up,
I'm infatuated with your smirk
I'll meow, meow, meow if you don't say you love me Needing your hugs every day
I'll treasure every second and every minute that we're together
I think you know better than I do
How important you are to me
You are my heroine Sometimes, I'm lazy like a cat
And I when I'm in a temper, I bare my teeth and claws
You're always so warm,
And able to melt my heart
I want to become your kitty cat Let's learn to meow together,
Meow meow meow meow meow, together
Taking a pee in front of you
Oh no, meow, meow, meow, meow, meow
My heartbeat speeds up,
I'm infatuated with your smirk
I'll meow, meow, meow if you don't say you love me Let's learn to meow together,
Meow meow meow meow meow, together
I want to put on your jacket
And inhale your scent
I want to become your cat,
and fall asleep in your arms
I love you so much, every single day Sometimes, I'm lazy like a cat
And I when I'm in a temper, I bare my teeth and claws
You're always so warm,
And able to melt my heart
I want to become your kitty cat Let's learn to meow together,
Meow meow meow meow meow, together
Taking a pee in front of you
Oh no, meow, meow, meow, meow, meow
My heartbeat speeds up,
I'm infatuated with your smirk
I'll meow, meow, meow if you don't say you love me Let's learn to meow together.
Meow meow meow meow meow, together
I want to put on your jacket
And inhale your scent
I want to become your cat,
and fall asleep in your arms Let's learn to meow together,
Meow meow meow meow meow, together
Taking a pee in front of you
Oh no, meow, meow, meow, meow, meow
My heartbeat speeds up,
I'm infatuated with your smirk
I'll meow, meow, meow if you don't say you love me Let's learn to meow together.
Meow meow meow meow meow, together
I want to put on your jacket
And inhale your scent
I want to become your cat,
and fall asleep in your arms
I love you so much, every single day ",renneae,https://lyricstranslate.com/en/translator/renneae
3,Ashes of Love (OST),https://lyricstranslate.com/en/ashes-love-ost-lyrics.html,左手指月 (Upwards to the Moon) (Zuǒshǒu zhǐ yuè),https://lyricstranslate.com/en/%E5%B7%A6%E6%89%8B%E6%8C%87%E6%9C%88-zu%C7%92sh%C7%92u-zh%C7%90-yu%C3%A8-upwards-moon.html,"左手握大地
右手握著天
掌紋裂出了
十方的閃電
把時光
匆匆兌換成了年
三千世
如所不見 左手拈著花
右手舞著劍
眉間落下了
一萬年的雪
一滴淚
啊啊啊
那是我
啊啊啊 左手一彈指
右手彈著弦
舟楫擺渡在
忘川的水間
當煩惱能
開出一朵紅蓮
莫停歇
給我雜念 左手指著月
右手取紅線
賜予你和我
如願的情緣
月光中
啊啊啊
你和我
啊啊啊 左手化成羽
右手成鱗片
某世在雲上
某世在林間
願隨你
用一粒微塵的模樣
在所有
塵世浮現 我左手拿起你
右手放下你
合掌時
你全部被收回心間
一炷香
啊啊啊
你是我
無二無別 ","Left hand holds the earth
Right hand holding the sky
From my palm erupts
Flashing in all directions lightning bolt
Hold time
Quickly turn into years
Three thousand lifetimes
As if we've never met Left hand picking flowers
Right hand dancing swords
Fall between my eyebrows,
Ten thousand years of snow
A tear drop
Ah, ah, ah
that's me
Ah, ah, ah Left hand strikes
Right hand strumming chords
A boat floats on the
River of Oblivion
When troubled
Open red lotus
Don't stop
Giving me a distraction Left hand upwards to the moon
Right hand on a red thread
To give you and me
Our predestined love
In the moonlight
Ah, ah, ah
You and I
Ah, ah, ah Left hand become feathers
Right hand into scales
Some lifetime are in the clouds
Some lifetime are in the forest
Willing to follow you
To turn into a grain of dust
In all
Mortal realm emerges Left hand picks you up
Right hand lets you go
When I clasp my hands,
You're back in my heart
A stick of incense
Ah, ah, ah
You're me
Inseparable ",nipersson,https://lyricstranslate.com/en/translator/nipersson
4,Over the Moon (OST),https://lyricstranslate.com/en/over-moon-ost-lyrics.html,Yours Forever (Reprise),https://lyricstranslate.com/en/yours-forever-reprise-yours-forever.html,"Chang'e: 許你生生世世
無絕期的愛
Always and forever
In this heart of mine Hou Yi: 許你生生世世
無絕期的愛
Chang'e: Always and forever
In this heart of mine Longer than the heavens
Chang'e & Hou Yi: And the stars that shine
相思情難奈
願與你同在
I am yours
I am yours forever ","Let your love live forever,
Always and forever
In this heart of mine Let your love live forever,
Always and forever
In this heart of mine Longer than the heavens
And the stars that shine
Love-sickness is unbearable
I wish I were with you
I am yours
I am yours forever. ",AliAlhajji,https://lyricstranslate.com/en/translator/alialhajji
5,Z.TAO,https://lyricstranslate.com/en/ztao-lyrics.html,Beggar,https://lyricstranslate.com/en/beggar-beggar.html,LunaTyan,https://lyricstranslate.com/en/translator/lunatyan,,
6,Lay (EXO),https://lyricstranslate.com/en/lay-lyrics.html,莲 (Lit) (lián),https://lyricstranslate.com/en/li%C3%A1n-lit.html,"Look at me, good?
You make an answer
Look at me, good?
You know what I'm saying
想打倒我?
What do you want from me?
They got all eyes on me 莲花 站立在下一个 Level
准备好拥有我 Title
肮脏都视而不见
出淤泥不染的莲
路我还在走
从不曾回头
就去到下一个 Level
Now we go Take take take
No one beat me down
Take take take
Play another round
Take take take
就打我不倒
Take take take
我走我的道 I am the 莲
Lit Lit Lit
I am Lit
Lit 太多人分不清对错
信仰缺失才会困惑
谎话太多都被骗过
传言都当作真相来传播 一路险阻到了现在
陈词滥调你的念白
不要再来异想天开
King从来都不会倦怠 I am the king
在音乐王国
亲吻我的 Ring
这就属于我
戴上我的 Crown
I got the power
You know it
I got the power
You know it
I got it whoa 太多人想把我绊倒
(绊不倒)
太多人在指手画脚
(No no no no)
太多人都在那排队等
就是出淤泥不染
你看好
You wanna fight and we having a fight
Time will decide but you know I survive
Music, my arena
Feeling the vibe?
Taking China to the World
(You should know) I am the 莲
Lit Lit Lit
Lit I am the 莲
I am Lit ","Look at me, good?
You make an answer, uh
Look at me, good?
You want to beat me?
Want to knock me down? (Knock me down?)
What do you want from me?
They got all eyes on me  Lotus  Standing at the next level
Prepared to own my title
Turn a blind eye to the dirt
Lotus grows and blossoms out of the mud
The path I still walk
Never turning back
Step forward to the next level
Now we go Take take take
No one beat me down
Take take take
Play another round
Take take take
 You can't beat me down
Take take take
 I walk my path I am the Lotus
(Lit, lit, lit)
I am lit
Lit Too many people can’t tell right from wrong
The lack of faith makes us confused
Too many lies, been fooled before
Rumors were spread as truths  Rough road to walk right up till now
Your conversations are not practical
Don’t ask again for the moon
King will never be worn out I am the king
In the music kingdom
Kiss my ring
It belongs to me
I wear my crown
I got the power,
You know it
I got the power,
You know it
I got it, whoa Too many people try to trip me up,
(never fall)
Too many people finger-pointing
(No no no no)
Too many people queuing and waiting
Look at me,
I grow out of the mud
You wanna fight and we having a fight
Time will decide, but you know I survive
Music, my arena
Feeling the vibe?
Taking China to the World
(You should know) I am the Lotus
Lit, lit, lit
Lit I am the Lotus
I am lit ",마이입니다,https://lyricstranslate.com/en/translator/%EB%A7%88%EC%9D%B4%EC%9E%85%EB%8B%88%EB%8B%A4
7,VAVA,https://lyricstranslate.com/en/vava-lyrics.html,我的新衣 (My New Swag) (wǒ de xīn yī),https://lyricstranslate.com/en/%E6%88%91%E7%9A%84%E6%96%B0%E8%A1%A3-my-new-swagfnliterally-my-new-clothes-my-new-swag-official-englis.html,"VAVA:
Look at me 从上到下
就哪怕小的细节也要美到爆炸
带上gold chain J's踩在脚下
嫉妒的也只能在网络上叫骂
新一代女王出现
快点都给我让开
我从来不搭眼看他们设下的障碍
衣服换来换去怎么办已选择头疼
整理好心情再踩下油门
女王的新衣耀眼的星星
时尚的精英搭配什么看我的心情
你可以亲吻我的戒指
但不能碰我皇冠
我一天当中
只有梳妆打扮时才忙乱
穿我的穿我的新衣
希望每一天有不同的惊喜 穿我的穿我的新衣
从来不敷衍打扮的精心
穿我的穿我的新衣
希望每一天有不同的惊喜
穿我的穿我的新衣
从来不敷衍打扮的精心
京剧：
清早起来什么镜子照
梳一个油头什么花香
脸上擦的是什么花粉
口点的胭脂是什么花红 Ty：
牌子多幸好不太执着
穿我想穿的
随便啥子牌子货
我是人穿衣服
他们衣服穿人
老子人就是名牌
他们人是胎神
我的身份有点贵
还不停升值
走到街上就像一千台进口奔驰
我来自成都
是成都的恩赐
你听到的不光音乐还有真实
妹儿些看到我高兴的就像过生日
弟娃些把我当偶像
喜欢我的耿直
还有哥哥姐姐叔叔阿姨都是粉丝
欣赏不来先把
先把你的脚杆伸直 VAVA:
穿我的穿我的新衣
希望每一天有不同的惊喜
穿我的穿我的新衣
从来不敷衍打扮的精心
穿我的穿我的新衣
希望每一天有不同的惊喜
穿我的穿我的新衣
从来不敷衍打扮的精心 Look at me 不怕妆都花了
喷上爱的香水
否则不可能出发的
哪个女生不爱美
时尚我满血八格
你爱的那个bad boy
都想与我有瓜葛
多少hater他们把我视为眼中钉
当嫉妒从你心里爬到脸中心
做自己就是你做个最时尚的新人
打扮漂亮再出门
要坚持这种精神
当我出现每一眼都惊艳
讨厌肤浅给我捡起你偏见
忽近忽远抽个签许下心愿
要更酷炫每一天都更鲜艳 穿我的穿我的新衣
希望每一天有不同的惊喜
穿我的穿我的新衣
从来不敷衍打扮的精心
穿我的穿我的新衣
希望每一天有不同的惊喜
穿我的穿我的新衣
从来不敷衍打扮的精心 京剧：
清早起来什么镜子照
梳一个油头什么花香
脸上擦的是什么花粉
口点的胭脂是什么花红
穿我的穿我的新衣
希望每一天有不同的惊喜
穿我的穿我的新衣
从来不敷衍打扮的精心
穿我的穿我的新衣
穿我的穿我的新衣 ","[VAVA:]
Look at me, from head to toe
Even the smallest detail has to be lit
Put on [my] gold chain, J's on my feet
The jealous ones can only troll me online
New Queen on the scene
Make way [for me] at once
I've never paid attention to the obstacles they've set
Changing my clothes back and forth, the choices already giving me a headache
Get in a good mood, accelerate1
The Queen's new get-up, shining stars
Elite de la mode, mix-and-match according to my mood
You may kiss my ring
But may not touch my crown
In a day I'm only
In a rush when I dress myself up
Put my new clothes on
Hoping for a different surprise every day Put my new clothes on
[I] Never brush off the efforts in dressing myself up
Get my swag on2
Hoping for a different surprise every day
Put my new clothes on
[I] Never brush off the efforts in dressing myself up
[Chinese opera:]
Wake up in the early morning, look in the mirror
What perfume to comb [my] hair with?
What powder to brush onto my cheeks?
What rouge to dab on [my] lips? [Ty:]
Many brands, luckily no need to care too much
Wear whatever I want to
Whatever brand
I make the clothes
[For others] the clothes make them
I'm all designer labels
[Others] They're all stupid3
My net worth is a bit high
And it keeps going up
Go out into the street like a thousand imported cars racing
Me coming from Chengdu4
Is a godsend to Chengdu
You're not only listening to music but also realness
Girls see me and get so happy like it's their birthday
Little bros' idolise me
[They] dig my honesty
And the big bros, sisters, uncles, aunties are all my fans
[If you're] not feeling it
Then get rid of your peasant-ness first5 Put my new clothes on
[I] Never brush off the efforts of dressing myself up
Get my swag on
Hoping for a different surprise every day Look at me, not worried about my makeup running
Spray the perfume I like
Or not it's impossible [for me] to go out
Whatever girls that don't love beauty
Or fashion, I'll kill them all
The bad boy[s] that you love
All want to get with me
So many haters see me as a thorn in their side6
When jealousy climbs out from your heart to the whole of your face
""Being yourself"" means ""being the trendiest newbie""
Dress up before leaving
Got to keep it up
When I appear, everyone's shocked
[If you] hate superficialness then pick your bias back up first
Near, far, draw lots7, make a wish
Got to be even cooler, fresher every day Get my swag on
Hoping for a different surprise every day
Put my new clothes on
[I] Never brush off the efforts in dressing myself up
Get my swag on
Hoping for a different surprise every day
Put my new clothes on
[I] Never brush off the efforts in dressing myself up [Chinese opera:]
Wake up in the early morning, look in the mirror
What perfume to comb [my] hair with?
What powder to brush onto [my] cheeks?
What rouge to dab on [my] lips?
Get my swag on
Hoping for a different surprise every day
Put my new clothes on
[I] Never brush off the efforts in dressing myself up
Get my swag on
Put my new clothes on ",jadejaune,https://lyricstranslate.com/en/translator/jadejaune
8,Kit Chan,https://lyricstranslate.com/en/kit-chan-lyrics.html,喜歡你 (Like You),https://lyricstranslate.com/en/you-%E5%96%9C%E6%AD%A1%E4%BD%A0-you.html,"喜歡你 給我你的外衣
讓我像躲在你身體裡
喜歡你 借我你的梳子
讓我用柔軟頭髮吻你 喜歡你 車窗上的霧氣
彷彿是你的愛在呼吸
喜歡你 那微笑的眼睛
連日落也看作唇印 我喜歡這樣跟著你
隨便你帶我到哪裡
你的臉 慢慢貼近
明天也慢慢地慢慢清晰 我喜歡你愛我的心
輕觸我每根手指感應
我知道 它在訴說著你承諾言語 喜歡你 車窗上的霧氣
彷彿是你的愛在呼吸
喜歡你 那微笑的眼睛
連日落也看作唇印 我喜歡這樣跟著你
隨便你帶我到哪裡
你的臉 慢慢貼近
明天也慢慢地慢慢清晰 我喜歡你愛我的心
輕觸我每根手指感應
我知道 它在訴說著你承諾言語 我喜歡這樣跟著你
隨便你帶我到哪裡
你的臉 慢慢貼近
明天也慢慢地慢慢清晰 我喜歡你愛我的心
輕觸我每根手指感應
我知道 它在訴說著你承諾言語 我喜歡這樣跟著你
隨便你帶我到哪裡
你的臉 慢慢貼近
明天也慢慢地慢慢清晰 我喜歡你愛我的心
輕觸我每根手指感應
我知道 它在訴說著你承諾言語 我知道 它在訴說著你承諾言語 ","I like you, give me your jacket
Let me
I like you, lend me your comb
Let me kiss you with soft hair I like you, the fog outside the car window
It's like your love is breathing
I like you, those smiling eyes
I even see the sunset as your lips I like following you like this
Wherever you bring me to
Your face is coming closer
Tomorrow is also being clearer I like your heart that likes me
Touch all my finger tips
I know your heart is telling you promises I like you, the fog outside the car window
It's like your love is breathing
I like you, those smiling eyes
I even see the sunset as your lips I like following you like this
Wherever you bring me to
Your face is coming closer
Tomorrow is also being clearer I like your heart that likes me
Touch all my finger tips
I know your heart is telling you promises I like following you like this
Wherever you bring me to
Your face is coming closer
Tomorrow is also being clearer I like your heart that likes me
Touch all my finger tips
I know your heart is telling you promises I like following you like this
Wherever you bring me to
Your face is coming closer
Tomorrow is also being clearer I like your heart that likes me
Touch all my finger tips
I know your heart is telling you promises I know your heart is telling you promises ",whysokiut,https://lyricstranslate.com/en/translator/whysokiut
9,WayV,https://lyricstranslate.com/en/wayv-lyrics.html,After Midnight,https://lyricstranslate.com/en/after-midnight-after-midnight.html,Oh Sangwoo,https://lyricstranslate.com/en/translator/oh-sangwoo,,
